SAMPLEID,ANSWERDATE,性別,年代,居住地方,結婚,子ども,世帯年収,職業,建築タイプ,,,,,,,,,,Q7S1,Q7S7,Q7S8,Q7S9,Q7S10,Q7S11,Q8S12,Q9S4,Q9S5,Q9S15,Q10S1,Q10S2,Q10S3,Q10S4,Q10S5,Q10S6,Q10S7,Q10S8,Q10S9,Q10S10,Q10S11,Q10S12,Q10S13,Q10S14,Q10S15,Q11S4,Q11S5,Q11S6,Q11S7,Q11S11,Q11S12,Q11S13,Q11S15,Q12S1,Q7S2,Q7S3,Q7S4,Q7S5,Q7S6,Q7S12,Q7S13,Q7S14,Q7S15,Q8S1,Q8S2,Q8S3,Q8S4,Q8S5,Q8S6,Q8S7,Q8S8,Q8S9,,Q8S11,Q8S13,Q8S14,Q8S15,Q9S1,Q9S2,Q9S3,Q9S6,Q9S7,Q9S8,Q9S9,Q9S10,Q9S11,Q9S12,Q9S13,Q9S14,Q11S1,Q11S2,Q11S3,Q11S8,Q11S9,Q11S14,Q12S2,Q12S3,Q12S4,Q12S5,Q12S6,Q12S7
28764972,2024/12/11 19:54,女性,30代,関東地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,3.6,3.5,2.25,-3.375,3,3,2.5,4.5,3.25,4,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,3,3,4,3,3,2,3,4,4,2,4,3,3,3,4,4,2,2,2,3,4,4,4,4,4,2,2,3,2,2,3,2,2,2,2,2,3,4,4,4,4,3,3,2,2,2,3,3,2,4,3,4,2,2,4,4,2,3,3,3,2,2,2
31726221,2024/12/11 18:33,女性,30代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,6.2,6,4.875,-2.625,4,5.5,4.5,4.5,4.625,4,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,3,4,1,1,1,4,3,1,2,3,4,3,4,2,2,1,1,5,5,5,5,2,5,5,4,1,5,1,1,5,3,1,1,1,1,2,5,1,5,5,1,1,1,1,1,3,3,3,3,3,2,2,1,5,2,2,1,1,1,1,1,1
32924932,2024/12/11 19:05,女性,30代,近畿地方,未婚,子どもあり,800～1200万未満,会社員,オフィス,3.2,4,3.875,-3.125,3.5,4,3.5,4,3.75,3,3,3,2,3,3,3,3,4,4,4,4,4,2,2,2,4,3,3,2,4,3,3,2,3,3,2,2,4,4,4,3,2,4,4,2,2,4,3,3,2,4,3,3,3,2,3,3,3,3,3,3,2,1,3,3,4,4,4,2,4,2,2,3,4,3,2,1,3,2,4,3,3,2,2,4,3,2,3,4,4
33835199,2024/12/11 16:13,女性,30代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3.4,4.5,2.375,-2.5,3,5,3,3.5,3.625,4,4,4,4,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,2,2,5,4,4,4,4,2,2,2,1,1,2,1,1,1,1,1,1,4,1,5,4,1,1,1,1,1,4,1,1,1,4,4,1,1,4,4,4,1,4,3,1,1,1
35148953,2024/12/11 17:00,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもなし,400〜800万未満,会社員,オフィス,1,3.75,1.875,-5.125,1,5,3.5,3,3.125,4,4,3,1,3,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,5,1,4,1,5,5,5,4,5,4,1,4,4,1,1,1,1,3,2,1,1,1,1,1,1,3,4,3,4,3,1,1,1,1,5,1,5,1,1,4,1,1,1,1,1,1,4,1,1,1,1
36229591,2024/12/11 18:39,女性,30代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,5.2,5.5,3.375,-2.75,5,6.5,4.5,4.5,5.125,3,4,4,3,3,3,4,3,4,2,2,2,2,2,2,1,3,1,2,4,3,3,3,4,4,3,3,4,3,4,3,4,2,3,3,3,3,4,4,3,3,3,4,3,3,3,1,3,4,3,2,2,2,2,4,4,1,3,4,1,2,3,2,3,3,3,3,2,4,2,2,1,4,4,3,2,3,3,1,1,2
36519096,2024/12/11 17:33,女性,30代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,2.6,4.5,3.25,-3.375,3.5,3,3,3,3.125,2,3,3,1,2,3,2,2,1,3,3,2,2,2,1,1,3,4,2,3,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,1,2,3,4,3,3,2,3,3,3,3,2,4,2,2,3,2,3,5,2,3,3,3,3,2,2,2,2,3,3,4,2,2,2,2,3,2,3,2,2,3,3,2,2,3,3
38252389,2024/12/11 16:14,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3,3.5,3,-3.125,3,5,4,3,3.75,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,2,3,3,2,3,2,2,2,4,4,4,2,2,2,3,3,2,2,2,4,2,2,2,2,2,1,3,2,2,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2
38688428,2024/12/11 18:59,女性,30代,中部地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,3.8,4.25,3.125,-3,4.5,5,4,5,4.625,4,4,3,3,2,3,4,4,3,3,4,2,3,1,1,1,1,1,1,3,3,1,1,1,5,3,1,2,1,4,2,2,2,4,4,4,3,4,4,2,4,3,4,1,2,1,1,1,4,2,2,2,2,1,2,3,1,4,4,1,1,1,1,1,4,2,4,1,4,3,1,1,4,4,4,4,2,1,1,1,1
38758138,2024/12/11 17:18,女性,30代,中部地方,既婚,子どもなし,800～1200万未満,会社員,オフィス,2,2.25,1.5,-3.125,2.5,2.5,2.5,2,2.375,2,3,2,2,1,1,2,3,2,3,1,3,3,2,3,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,4,2,3,2,3,4,3,3,4,3,2,3,2,2,2,2,2,2,1,1,1,2
39483988,2024/12/11 16:30,女性,30代,近畿地方,未婚,子どもなし,400万未満,会社員,オフィス,1.8,6.75,2.875,-4.125,5.5,3.5,2,6,4.25,2,4,4,2,3,3,4,3,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,4,2,3,3,4,4,4,5,5,3,3,4,4,3,2,4,4,2,4,4,2,2,2,4,3,2,2,4,4,3,2,2,2,2,2,2,3,4,4,3,3,2,4,4,4,4,3,2,1,1,1
39958432,2024/12/11 16:27,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,オフィス,5,4.25,3.75,-4,3.5,3,4.5,4,3.75,3,1,2,2,1,5,5,2,2,1,4,2,3,3,2,2,3,2,3,4,3,4,3,4,2,3,2,1,4,2,5,4,5,2,2,2,1,2,1,3,4,5,4,2,4,3,3,3,5,3,3,2,3,4,4,3,2,3,2,1,1,3,4,4,2,2,2,4,3,3,3,4,3,2,4,4,3,2,2,3,4
40376384,2024/12/11 18:57,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,,会社員,オフィス,3.8,3.75,3.5,-2.25,4.5,5.5,3.5,3.5,4.25,4,3,3,3,3,4,3,4,4,2,3,2,3,2,2,2,4,2,3,3,3,3,2,3,3,4,3,3,3,3,2,4,3,3,5,4,5,3,5,3,4,3,4,4,3,4,2,2,4,3,2,2,3,2,3,3,2,4,4,2,3,3,2,2,3,2,2,3,2,3,2,2,3,4,3,3,3,3,2,2,2
40771268,2024/12/11 17:43,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,1,2.25,1.875,-4.75,1,2.5,1,1.5,1.5,1,1,1,4,2,3,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,5,2,1,1,1,2,3,2,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,3,1,2,4,3,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,1,2,2,2,2
40771335,2024/12/11 16:43,女性,30代,近畿地方,既婚,子どもあり,800～1200万未満,会社員,オフィス,4.4,3.5,2.25,-3.875,3.5,5.5,2.5,2.5,3.5,2,3,3,2,2,3,3,3,3,1,2,1,1,1,1,1,2,2,2,2,3,2,2,3,4,3,2,1,2,1,5,2,2,1,1,2,4,1,5,2,2,4,4,4,4,3,1,1,1,1,1,1,2,1,1,5,4,1,1,1,2,1,1,1,3,3,4,1,1,4,3,1,3,4,2,1,1,1,1,1,1
40793578,2024/12/11 18:55,女性,30代,中部地方,未婚,子どもあり,400〜800万未満,公務員,オフィス,3.6,5.5,4,-4.125,4,6,3.5,3,4.125,4,5,5,4,4,5,4,4,4,3,2,2,3,1,1,1,4,1,1,4,5,2,3,2,5,5,4,3,1,5,3,4,2,2,4,4,4,2,5,5,5,5,5,5,5,2,1,2,1,1,1,1,1,1,1,3,1,4,4,2,1,1,1,1,3,3,3,2,5,2,1,1,4,4,2,1,3,1,1,1,2
41030354,2024/12/11 16:44,女性,30代,関東地方,既婚,子どもあり,1200万以上,会社員,オフィス,1.8,4,2,-2.875,4.5,4,4,4,4.125,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,5,3,3,3,4,5,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,2,4,3,3,3,3,3,3,3,3
41303070,2024/12/11 16:26,女性,30代,関東地方,既婚,子どもなし,400〜800万未満,経営者・役員,オフィス,5.8,6,5,-2.625,7,7,6,6.5,6.625,5,5,4,5,5,5,4,5,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,1,5,4,4,4,4,5,5,5,5,5,4,5,3,1,3,1,4,4,4,3,4,4,4,4,2,1,5,5,1,4,4,4,3,3,3,2,3,4,5,3,4,5,4,3,2,3,4,5,4,4
41922784,2024/12/11 19:36,女性,30代,北海道・東北地方,既婚,子どもなし,,会社員,オフィス,3,3.5,2.375,-5,1.5,5,2,3,2.875,2,2,2,2,1,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,4,1,2,2,2,2,2,2,2,2,4,1,2,2,4,4,4,2,4,2,2,2,4,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,4,2,2,2,2,1,1,2
43485681,2024/12/11 17:29,女性,30代,中部地方,未婚,子どもあり,400万未満,会社員,オフィス,3.6,3.5,3.75,-4.25,4,3.5,2.5,2.5,3.125,2,1,3,4,4,4,3,3,4,1,2,4,3,5,3,4,1,3,4,5,3,2,3,3,2,2,3,2,2,3,2,1,2,1,3,3,4,3,4,2,3,2,3,2,4,4,3,4,2,3,2,4,3,3,3,2,4,2,3,4,3,3,3,4,2,3,1,2,2,2,3,4,3,3,3,3,3,2,2,2,2
43618740,2024/12/11 18:56,女性,30代,関東地方,未婚,子どもあり,,会社員,オフィス,2.8,4.75,2.5,-4,4.5,5,2.5,5.5,4.375,4,4,3,3,4,4,5,5,5,4,4,2,3,2,2,4,4,5,3,3,5,4,4,5,4,5,4,2,5,2,5,3,4,3,4,5,5,5,5,4,2,5,5,3,2,4,1,2,4,4,2,4,3,2,4,4,1,4,5,3,2,2,2,2,5,2,3,2,4,5,3,3,5,5,5,3,2,4,3,5,3
43697404,2024/12/11 19:36,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.4,5,3.5,-3.375,4.5,6,3.5,4.5,4.625,3,3,4,2,2,3,2,2,3,2,2,2,3,1,1,1,3,2,3,2,4,2,2,1,4,3,4,3,3,4,3,2,3,4,2,2,2,2,2,2,3,2,4,2,2,1,1,1,4,1,1,1,1,1,3,2,1,4,4,1,4,1,1,1,3,3,2,4,4,2,1,1,4,2,1,1,2,3,1,1,2
43937808,2024/12/11 16:20,女性,30代,関東地方,既婚,子どもなし,400〜800万未満,会社員,オフィス,5.8,5,4.125,-2.125,4,7,5.5,5.5,5.5,4,3,2,2,2,3,3,3,4,3,3,1,1,2,1,1,4,3,2,4,2,2,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,2,1,2,4,2,2,4,1,1,4,3,2,4,2,2,2,2,2,3,2,2,3,4,4,4,1,1,4,4,4,1,2,2,1,1,2
46395861,2024/12/11 17:39,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,4.4,4.25,3.5,-4.125,2.5,5.5,3.5,3,3.625,3,3,3,2,2,4,4,4,4,3,2,3,3,2,2,2,3,2,4,3,5,3,2,3,4,3,3,4,3,4,4,3,2,2,4,4,3,4,4,3,4,3,3,3,4,2,2,2,2,2,3,4,4,2,3,2,2,4,4,3,2,2,3,3,2,4,2,2,2,2,2,2,3,3,2,2,2,3,2,4,3
46799872,2024/12/11 17:56,女性,30代,関東地方,未婚,子どもなし,,会社員,オフィス,4.2,6,3,-3.75,6.5,7,6,6,6.375,2,3,2,2,1,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,4,2,5,1,1,4,2,1,1,4,2,2,3,4,4,4,4,4,4,4,2,1,1,2,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
46943852,2024/12/11 18:47,女性,30代,中部地方,未婚,子どもあり,400万未満,会社員,オフィス,4,5,3,-3.625,4,5,1.5,2.5,3.25,4,2,2,2,2,2,3,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,4,4,3,2,2,2,2,2,1,2,2,2,4,4,4,4,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,2,2,2,3,4,2,2,2,2,3,3,3,2,2,2,2,4,2
47512468,2024/12/11 18:49,女性,30代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,オフィス,4.4,5.25,3.375,-2.25,4.5,5.5,5,4.5,4.875,2,4,3,4,3,4,4,4,3,4,3,1,2,1,1,1,3,2,2,1,2,3,3,3,4,3,4,2,4,3,4,3,3,3,2,3,4,4,4,4,3,4,4,4,2,4,2,2,2,2,3,5,4,2,2,3,1,3,4,1,2,2,2,2,2,3,3,2,2,4,2,2,3,4,2,2,3,3,2,4,3
48463456,2024/12/11 20:09,女性,30代,関東地方,未婚,子どもなし,,会社員,オフィス,3.6,5.75,4.375,-4.5,4,6.5,4,6,5.125,4,4,4,4,4,4,5,5,4,4,2,4,4,3,4,4,5,4,4,4,5,3,5,2,4,4,4,4,2,5,1,4,2,2,2,2,2,1,2,3,5,5,5,5,2,1,1,4,5,5,2,2,4,5,4,2,2,5,5,5,2,1,1,4,2,4,4,5,5,1,2,4,4,4,2,2,4,4,5,5,5
48651438,2024/12/11 19:32,女性,30代,中部地方,未婚,子どもあり,400〜800万未満,会社員,オフィス,2.4,5.75,3,-3.75,4,3,2,4,3.25,5,5,4,4,5,5,3,4,4,4,2,3,4,5,3,3,3,3,4,2,2,4,3,3,3,2,3,2,3,5,5,4,2,1,1,1,5,4,5,3,1,3,5,4,2,5,1,1,5,3,1,3,1,2,3,2,1,5,2,2,4,5,1,4,3,3,3,2,2,2,3,4,3,2,3,3,2,2,3,3,2
48855783,2024/12/11 18:08,女性,30代,関東地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,2.6,5.25,3.125,-3.5,3.5,4,2.5,1.5,2.875,4,4,5,4,2,4,4,1,4,3,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,2,1,5,4,5,4,4,5,5,4,1,2,4,5,4,4,1,4,1,1,1,2,2,1,4,2,2,4,1,1,4,5,1,1,1,1,1,2,4,1,1,3,1,1,1,4,4,4,4,2,1,1,1,2
48911076,2024/12/11 17:46,女性,30代,中部地方,既婚,子どもなし,,会社員,オフィス,4.2,3.75,3.25,-5.25,1,6.5,1,3,2.875,4,4,4,4,3,4,4,4,4,3,4,2,1,4,1,1,2,4,2,3,5,3,4,4,4,5,2,4,4,4,4,2,3,4,3,3,4,2,4,4,5,3,4,1,1,1,1,3,1,1,1,1,1,1,4,3,4,2,4,4,1,2,1,1,4,2,2,4,4,4,1,1,3,3,4,1,3,2,1,1,1
49048951,2024/12/11 16:48,女性,30代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,2.8,4,2.5,-5,4,5,3.5,3,3.875,4,4,3,3,3,4,4,4,3,3,4,3,3,2,3,3,4,3,3,4,4,3,3,3,3,3,3,2,1,4,4,3,3,2,4,4,3,2,2,3,4,4,4,2,2,2,1,4,4,4,3,2,2,3,4,4,1,4,4,1,1,2,1,2,4,4,4,3,2,2,4,2,2,4,3,2,2,4,1,4,2
49241324,2024/12/11 18:47,女性,30代,関東地方,既婚,子どもあり,わからない,会社員,オフィス,3.8,5.75,3.75,-3,4.5,5.5,5.5,5,5.125,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,2,3,3,4,2,3,3,3,3,4,4,4,4,3,4,4,4,3,2,2,4,4,2,3,2,3,3,4,4,4,4,4,2,2,2,2,4,2,4,2,4,3,3,2,3,4,3,4,3,4,2,2,2
49658115,2024/12/11 20:06,女性,30代,中部地方,既婚,子どもあり,,公務員,オフィス,5.4,5.25,3.75,-3,5.5,5.5,5,4.5,5.125,4,4,1,3,1,2,3,4,3,2,2,2,1,1,1,1,3,2,2,3,1,2,2,3,4,3,4,4,4,4,2,4,4,5,5,5,2,5,5,2,1,1,2,4,4,3,1,2,2,2,2,5,2,1,3,2,1,3,4,4,2,2,1,2,1,1,3,1,1,4,2,1,4,4,3,1,2,1,1,4,2
49860363,2024/12/11 19:05,女性,30代,中国・四国・九州・沖縄地方,既婚,子どもあり,400万未満,会社員,オフィス,5.2,5.5,4.125,-2.875,4.5,6.5,4.5,5,5.125,3,3,2,3,4,3,3,3,4,2,2,3,1,1,1,1,1,1,2,1,2,1,1,2,4,1,1,2,3,1,4,1,4,1,1,3,5,1,4,3,2,4,4,2,4,2,1,1,4,4,2,4,4,1,4,4,4,2,4,1,2,2,1,3,3,3,3,4,4,2,3,1,2,3,4,4,1,1,1,1,1
50631230,2024/12/11 19:09,女性,30代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,3.4,5,3,-3.625,4,4,2.5,3,3.375,2,2,2,2,2,3,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,4,1
286430,2024/12/11 16:58,女性,40代,関東地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,5.2,4.25,4.125,-3,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,3,3,2,4,4,4,4,4,2,5,5,4,4,3,3,4,5,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,3,3,4,3,3,4,4,3,3,3,2,1,4,4,4,4,3,2,4,4,3,3,3,3,4,4,4,4,4,3,3
1243657,2024/12/11 17:36,女性,40代,関東地方,既婚,子どもなし,1200万以上,会社員,オフィス,4.2,4.5,3.625,-2.875,5,5,4.5,3,4.375,5,4,4,3,4,5,4,4,4,5,3,5,5,5,4,5,4,3,4,5,5,4,4,4,4,4,4,4,4,3,5,5,5,2,5,5,4,2,4,3,4,4,4,3,2,5,2,5,4,4,2,2,3,4,4,5,4,4,5,4,2,2,2,3,3,5,2,4,4,4,3,3,4,4,4,5,2,4,1,5,2
3079745,2024/12/11 17:37,女性,40代,関東地方,未婚,子どもなし,1200万以上,会社員,オフィス,1.2,3,2.625,-4.375,5,6,2.5,2.5,4,4,5,5,3,3,4,4,3,3,3,3,3,3,2,2,1,4,3,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,4,5,3,4,4,3,4,4,5,3,2,5,1,2,4,4,1,1,3,1,3,3,2,4,4,1,1,2,1,2,3,3,3,4,4,2,2,1,4,3,3,4,3,3,1,3,4
3600764,2024/12/11 17:33,女性,40代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,2.4,4,2.875,-2.625,3,5,3,5.5,4.125,4,4,4,3,4,4,4,4,4,3,4,2,2,1,1,1,3,1,1,2,4,2,2,1,4,4,4,2,1,4,5,1,4,4,4,5,5,5,5,4,2,2,4,2,2,5,1,2,5,1,3,1,1,2,2,4,1,4,4,1,1,1,1,1,4,4,4,1,4,1,3,1,4,2,1,2,2,2,1,1,1
3853757,2024/12/11 16:50,女性,40代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,3.8,4,3,-3.25,3.5,4.5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
4028709,2024/12/11 17:23,女性,40代,関東地方,未婚,子どもなし,800～1200万未満,会社員,オフィス,4.2,4.5,3.375,-2.5,6,5,4.5,4,4.875,5,5,5,4,5,4,4,5,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3,5,5,4,5,5,5,5,5,4,4,3,4,3,4,4,4,3,4,3,2,4,4,3,5,5,4,4,4,3,3,3,4,3,3,5,3,3,3,4,4,4,3,3,4,2,4,3
4596797,2024/12/11 16:38,女性,40代,中部地方,既婚,子どもあり,1200万以上,会社員,オフィス,5.6,5.25,4,-2,5,5.5,5,4,4.875,5,5,5,4,5,5,4,4,4,4,4,3,4,3,2,2,3,4,3,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,5,4,5,5,5,2,2,2,2,3,4,3,2,2,3,2,3,3,2,4,4,3,2,3,2,3,3,3,2,4,4,4,4,2,4,4,4,3,2,3,2,2,2
6403077,2024/12/11 16:12,女性,40代,近畿地方,未婚,子どもなし,,会社員,オフィス,2.4,4.25,2.875,-3.375,3.5,6,3.5,4,4.25,4,4,4,4,3,4,1,4,4,3,4,1,1,1,1,1,1,4,4,4,2,2,2,4,2,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,5,5,4,4,1,3,4,4,4,2,4,1,1,1
7562933,2024/12/11 16:04,女性,40代,近畿地方,既婚,子どもなし,400万未満,会社員,オフィス,5.8,5.25,3.625,-1.375,2.5,6,5,4.5,4.5,5,3,3,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,1,5,1,4,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,3,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,2,4,4,2,3,2,1,1,1
8074421,2024/12/11 16:22,女性,40代,関東地方,未婚,子どもなし,400万未満,会社員,オフィス,2,1.25,1.375,-3.25,2.5,5,2.5,4,3.5,1,3,3,2,3,4,3,3,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,2,3,1,1,1,1,5,1,1,1,4,5,4,4,5,1,2,4,4,2,1,4,1,2,5,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,3,4,3,1,3,1,1,1,2,2,1,2,1,1,1,4,1
8629152,2024/12/11 16:06,女性,40代,関東地方,未婚,子どもなし,400〜800万未満,会社員,オフィス,5.2,4.5,3.875,-2.5,5,5,5,6,5.25,5,5,5,3,5,5,5,4,4,4,4,3,4,4,3,3,5,5,5,4,5,4,4,3,4,5,4,3,3,1,5,3,4,3,2,3,4,5,5,5,4,5,5,2,1,1,1,3,4,2,3,1,1,1,4,5,1,4,5,3,2,1,1,1,5,3,3,1,4,2,4,2,3,5,4,4,2,4,4,2,3
8750603,2024/12/11 17:24,女性,40代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,オフィス,1,1.75,2.5,-4.375,2,6,2.5,2,3.125,2,2,2,1,2,2,3,1,2,2,3,2,2,2,3,3,2,1,3,2,1,3,2,3,2,2,2,3,2,2,3,2,3,3,1,1,1,1,2,2,3,3,2,3,2,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,3,1,1,3,2,3,1,2,3,3,2,2,2,3,2,2,2,2,2,2,3
8817580,2024/12/11 16:22,女性,40代,中部地方,既婚,子どもなし,,会社員,オフィス,3.6,4.5,3.375,-4.125,4,5,4,3,4,2,2,2,2,2,4,2,2,2,2,1,2,1,2,1,1,2,1,2,1,4,2,2,1,4,1,1,2,1,2,5,1,1,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,4,1,2,2,4,1,1,1,1,1,1,1,1,2,2,1,1
9090415,2024/12/11 17:39,女性,40代,関東地方,未婚,子どもなし,,公務員,オフィス,3,3,3,-3.25,3,3.5,3,3.5,3.25,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9201872,2024/12/11 17:32,女性,40代,中部地方,未婚,子どもなし,,自営業・自由業,オフィス,4,2.5,2.75,-2.75,3.5,4,4.5,5,4.25,4,3,4,3,2,1,3,3,3,3,3,3,2,3,4,2,1,4,2,2,3,3,3,2,3,3,4,2,1,1,3,2,1,4,3,2,2,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2,1,4,3,4,4,3,2,2,1,3,2,2,4,4,3,4,3,2,2,3,2,2,2,3,3,4,2,2
12995234,2024/12/11 16:35,女性,40代,関東地方,既婚,子どもなし,わからない,会社員,オフィス,3.8,2.75,3,-3.5,3,4,3.5,3.5,3.5,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,4,3,3,4,2,1,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,2,2
15092728,2024/12/11 17:04,女性,40代,中国・四国・九州・沖縄地方,未婚,子どもなし,,会社員,オフィス,2.4,3.5,2.75,-4.375,1.5,6,3,1.5,3,2,1,1,1,1,2,2,3,2,1,2,2,2,1,1,1,2,1,1,1,4,2,2,2,4,1,1,1,1,4,1,4,1,1,1,1,4,3,4,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,2,1,1,4,4,2,2,3,2,2,2,2,2,2,2,1,2,1,1,1,2,4,2,1,1,1,1
16637548,2024/12/11 16:23,女性,40代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,オフィス,3.4,2.5,3.125,-3.625,3,4.5,4,2,3.375,3,3,3,2,4,3,4,2,1,1,3,3,3,2,1,3,3,2,2,1,3,3,1,3,2,2,3,2,2,4,4,2,2,2,3,3,2,1,3,2,3,3,2,2,3,4,5,2,3,3,3,2,3,3,4,4,2,3,1,2,1,2,1,2,5,4,3,2,1,3,4,3,2,2,2,2,2,2,4,3,2
